"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000592991621214795","0.000444845945217197","0.000465041158001227","0.000490953321559268","0.000580200885617585","0.00101795377113738","0.00119314665107802","0.00138258652712544","0.00155875201170678","0.000865742394589658","0.00129234742989448","0.00180358661743125","0.00132672451772127","0","0","0","0","0","0","0","0","0","","",
"Africa Eastern and Southern","AFE","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","0.401830386807732","0.60065523208883","1.18924024939578","1.37079261595173","","","1.22814152039702","1.21133491534777","1.74746161597332","2.11307328630803","1.4490497878389","1.4534748510469","2.54450123120557","1.55831719703431","1.430751079046","1.45038894454596","1.93733504661444","2.13384564378012","1.4265240651274","1.85042105233817","1.63421327371481","1.48187671246602","1.75327731676216","1.92192440421325","1.68467796554282","1.04344263924367","1.33191362013481","2.74948444744935","2.67331302960488","2.64379214202675","2.09759434246987","3.35080628601845","4.44310794728053","5.14036332028507","5.94547411721203","9.22850729975368","3.82211794278528","5.01520264318028","6.37207494596831","5.09738808337415","4.46939667272337","3.45116618291683","1.53754943372232","1.4966292918114","2.15861276816555","2.70037163353598","2.13840533860636","1.19917248810163","2.0584365637922","","",
"Afghanistan","AFG","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","0.224442660302065","0.307023588580034","0.397454479746333","0.491021941699464","0.709871111683259","1.05401413903589","1.20601338797294","1.25100979808515","0.883294896853955","1.13300266139504","1.02938981171476","0.792651478162893","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0405011262737823","0.0666656365425573","0.142404673040665","0.169612020176444","0.121906983917408","0.0966641446262806","0.0559867833285066","0.0763640841889861","0.121057624440334","0.163438299892063","0.100777601807337","0.00571019277688492","0.0182028796567567","","",
"Africa Western and Central","AFW","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","4.56017827789017","3.09281108275576","1.36673023185667","3.21470386389386","4.14795922081733","","1.22229756360058","2.27709464155353","1.83140180278322","3.95517203835477","5.18878741750874","2.88638983850371","3.3120688719923","3.26222845306637","3.18085217403722","3.19534870326677","3.43703886660578","3.78001822809489","1.76343399034874","2.67346897098766","6.53564675665252","3.40414045441894","3.09708105694838","2.38022745217475","3.97494974124321","8.85034647388016","9.13887622666716","8.39758190534678","8.45738709845104","4.6018917086127","6.78638234933614","8.6763350582192","7.45456467009537","5.34036875968235","3.92325911850347","1.64474209731588","1.39207590745765","2.58362391884088","3.72856387460987","3.2898397535408","1.67891024095983","2.77899922103459","","",
"Angola","AGO","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.6028766059119","5.28534113203673","14.0844634646302","15.3395040179491","17.9304165112527","26.7915836688608","14.7952877469685","57.6878112218219","51.6552420492967","71.8887440069917","37.5058802046065","39.0398764163761","32.7862810903716","19.7642660318029","36.0202486362172","48.3237910389537","34.1410559507189","22.3203281110528","18.7658155764204","23.9880945390893","33.562916905672","33.3575327273233","39.4098335507374","48.6818352758309","25.7045923121187","32.6879770176589","32.4114690513474","29.0623735580368","24.3688347106459","18.2266101064466","10.3962758441423","16.0534120649211","20.8526426986846","25.9955371825433","23.4362491065546","15.5911671226567","22.5306656063475","","",
"Albania","ALB","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","4.41008728017285","3.95579980766537","1.65461618967674","2.26741353061925","1.76692287048016","2.34332835903021","3.30425861570949","2.31002855574138","2.4585992905928","1.33450578102684","0.791849089732583","0.553751417541747","0.531068004968059","0.444949584786696","0.0775270966887831","0.150032709040629","0.344365959778335","0.225464750280947","0.231155432949816","0.25154775370378","0.307386974718184","0.38843321556717","0.427392246597424","0.496784275417363","0.66851692524316","0.392981353011691","0.636859916766847","1.3323864121929","1.69921613698723","2.00870671397852","2.20813212068149","1.00934614136604","0.570880309529029","0.7089990468508","0.904367761075784","0.918745098838545","0.348288636459883","0.597381359156188","","",
"Andorra","AND","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","5.70754766935192","8.09621982495459","10.927895806922","23.2802626086109","","","","","","26.7827243966591","19.6268802097176","10.9055252933166","9.4210490530437","9.27955525827352","8.03304805289472","5.15642574122556","6.55171033771583","5.36866434274885","7.32156893236732","7.56193242571605","7.49656723123696","8.00579762133862","7.92427702094498","7.99256487116399","7.59986007363534","8.92826489414782","7.54841764356599","5.27675613597012","6.84453684479504","9.69083846640689","7.84418332122916","7.59925100174061","8.91391352828603","10.6035063979437","12.6960322081753","12.8065610636311","11.6134183479115","13.2455052035056","8.35801550110439","9.64378737656073","12.5280445228705","12.1453165226048","11.1026522706084","10.0003450097706","6.06012342065249","5.22368150141874","6.26480824158164","8.09163118947639","7.12079677729556","4.46638928713353","","","",
"United Arab Emirates","ARE","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.81376692142619","3.49515032937497","3.2862236129408","4.55362427681674","5.51605030869042","5.93860833234071","6.98391820075655","6.21187284464255","7.13285709754028","4.73585100782223","6.03022231636259","7.91540143142136","7.71995160493074","7.78797412296484","6.80411322998423","4.13980617426691","3.62806689609405","4.3006241727717","5.47300508999735","5.15832714874024","3.41338166463756","","","",
"Argentina","ARG","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","0.143853940940776","0.238143020999069","0.281703246893636","0.31406133434795","1.25964420712579","1.58923095676624","1.79194791016262","1.4917284842742","1.71085881810245","3.99219921421952","4.70919459605557","4.04471553409275","2.35179804082207","2.52170667010329","3.20224632028529","2.62848410391829","0.879371072257454","1.32207789503911","0.935093731006561","2.54564467804664","2.04830092763689","0.845188651484706","0.832725151044996","0.832650578624998","0.815885240035994","1.02380923304782","1.29190667117826","1.17733159951021","0.645917642300045","1.12636404695564","1.96164397162512","1.59143801206174","4.58849259620455","3.69534078181143","3.77456577456402","4.73733385917665","4.43304574156047","3.68012829441602","3.90025852195615","2.3271004880213","2.2420493502156","2.78035078493933","2.64833137424172","2.38630562435735","2.21103916447582","0.78997913166528","0.568187363007616","0.676135028048864","1.43730115442118","1.53656088925892","0.805650721774117","1.59471633197215","","",
